query,frequency,category_breakdown
"Find shops offering both a NEW OLYMPIA ES-570ES PLUS 2nd Gen. in TRANSPARENT Casing and an OLYMPIA ELECTRONIC CASH REGISTER w/ FREE 4 PAPER ROLLS, where the first item's price is above 126 pesos and the second item's price is over 8610 pesos. Focus on the cash register category.",2,Shop:2
"Find shops offering these items: 1) A pink knee-length Lolita dress for women, size large. 2) A cyan-blue chiffon blouse for ladies, size 3XL (65-70kg), with short sleeves, round neck, solid color, and available for cash on delivery. 3) A gray A-line knee-length skirt for women, with LazMall service and priced above 42 PHP. 4) A black men's hooded jacket, size 4XL (80-90kg), with graphic print, made of polyester, full sleeves, and priced over 24 PHP.",2,Shop:2
"Find a shop offering both incense sticks and mahjong sets. For the incense, look for wood material, a floral pattern, LazMall service, and a price above 30 PHP. For the mahjong set, search for green color, suitable for ages 14+, interest in learning, and a price range from 97 to 3772 PHP.",2,Shop:2
"Show me plain white baby terno sets for 0-12 months that are available with LazMall and LazFlash perks, and cost over 92 pesos.",2,Product:2
Show me wine-red knit tops for women with a mock neck.,2,Product:2
"Looking for an xl size muscle shirt set in flame orange and navy blue from Moose Gear, priced above 469 pesos.",2,Product:2
"I'm looking for a shop that offers these items: First, a divoom brand speaker in the 'speaker' category, with bluetooth support, alarm clock feature, and priced above 1982 PHP. Second, a divoom 'bag' with a graphic print design, includes a laptop compartment, and costs more than 6440 PHP. Third, a divoom portable speaker that has a built-in battery, is rechargeable, comes with free shipping, and is priced over 3213 PHP. Lastly, a divoom portable speaker with a built-in battery, universal plug, and input voltage of 100-240 volts. Can you help me find a shop that sells all of these?",2,Shop:2
"Find a shop offering bamboo pens with LazMall service and priced above 286 PHP, wooden keychains made of wood with cash on delivery and costing more than 15 PHP, and unisex stainless spoon and fork sets with chopsticks that come with free shipping and are priced over 64 PHP.",2,Shop:2
"I'm looking for a shop that offers several items: First, a saliva ejector tip for stopping bad breath, priced between 50 and 150 pesos. Second, a disposable head or bouffant cap that costs more than 22 pesos. Third, a digital thermometer from Indoplas Elite Japan. Lastly, a dental bib from sure-guard, in a multi-pack. Please show me shops that have all these products.",2,Shop:2
"Find shops offering both an electric lock for doors (category: door locks) priced above 317 PHP, and a wired doorbell with exit button (category: wall & floor safes) that comes with LazMall perks like authenticity guarantee and quick returns, priced between 119 and 442 PHP.",2,Shop:2
"I'm looking for a shop that offers these items: First, a cleaning system with a price from 415 to 1415 pesos. Second, a tactical light in tan color, using LED bulbs, priced between 5974 and 7864 pesos. Third, precision cleaning tools for guns, costing more than 1558 pesos. Lastly, AR15 chamber cleaning pads with a price range of 282 to 1100 pesos. Please show me shops that have all these products.",2,Shop:2
"I'm looking for a stylish hairband, a pair of high-waisted dark blue jeans for women, and a cordless impact wrench set with a lithium-ion battery, LED light, and suitable for working on concrete.

My budget is only `2227`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `3154`.
3. It provides a percentage discount of `43%` with a cap of `2722`.",2,Voucher:2
"Show me pajama sets made from pure cotton, perfect for everyday use, and available with complimentary shipping.

My budget is only `805`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `501`.
3. It provides a percentage discount of `45%` with a cap of `412`.",2,Voucher:2
"Show me a cotton t-shirt in royal blue, size XL, with LazFlash deals; a thermal printer that prints 11-20 pages per minute, supports USB, and works as a thermal printer; and a women's necklace featuring cubic zirconia as the main stone.

My budget is only `579`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `542`.
3. It provides a percentage discount of `17%` with a cap of `138`.",2,Voucher:2
"Show me black back cover phone cases with a basic design that are available on LazMall, support cash on delivery, and also display blade cut-off disposal containers for cars from LazMall.

My budget is only `228`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `224`.
3. It provides a percentage discount of `25%` with a cap of `168`.",2,Voucher:2
"Show me dekes brand pellet machines with platform feeder type, available on LazFlash deals, priced from 6165 to 31440 PHP.",2,Product:2
"Find shops offering welding helmets that meet these criteria: For one item, it should be an arc-type welder from OEM, available with LazMall benefits. Another should be suitable for metal work and cost over 48 PHP. A third should be for ceramic use and come with free shipping. Lastly, look for an arc-type OEM helmet in the welding helmet color family, with LazFlash deals and priced above 71 PHP.",2,Shop:2
"I'm looking for a shop that offers a variety of products. First, I want a chainsaw that uses stick-type power tools, is corded, and is a chain saw. Next, I need a knapsack mist duster from Japan with a price above 4724 pesos. Also, I'm interested in an orange chainsaw with a price range between 8544 and 31082 pesos. Lastly, I want a chainsaw for outdoor use, specifically in the chainsaws category, priced between 5758 and 19574 pesos.",2,Shop:2
"Looking for a stainless steel water heater hose that's 80cm long. Also need a dark grey laptop sleeve for 15-inch or larger Asus, HP, Dell, Acer, or Lenovo laptops, and it should support cash on delivery. Additionally, searching for an Asus-compatible wall charger with a 1.8m cable for Asus laptops.

My budget is only `663`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `108`.
3. It provides a percentage discount of `49%` with a cap of `101`.",2,Voucher:2
Find specialty electrical tape with a price above 26 PHP in the tape category.,2,Product:2
"Show me Toyota back door buffer pads with LazFlash deals, priced from 101 to 430 PHP.",2,Product:2
"Looking for a black men's digital watch with a stopwatch function, mineral glass dial, made in Japan, and priced above 1592 PHP.",2,Product:2
Show me blue phone cases for tecno camon 40 pro 5g that cost over 159 PHP.,2,Product:2
